id;name;molweight;critical temperature (K);acentric factor;boiling point (K)
1947;2,4-dimethyl-2,3-pentanediol;132.20284;604.17;1.107;459.15
1948;2,4-dimethyl-2,4-pentanediol;132.20284;621.29;1.069;470
1949;2,4-dimethyl-2-ethyl-1-pentanol;144.2572;620.9;0.748;461.15
1950;2,4-dimethyl-2-heptanol;144.2572;612.62;0.748;455
1951;2,4-dimethyl-2-hexanol;130.23032;578.98;0.706;423.85
1952;2,4-dimethyl-2-hexene;112.21504;562.1;0.322;383.75
1953;2,4-dimethyl-2-octanol;158.28408;644.39;0.788;485
1954;2,4-dimethyl-2-pentanamine;115.21872;565.35;0.409;395.15
1955;2,4-dimethyl-2-pentanol;116.20344;563.54;0.662;406.15
1956;2,4-dimethyl-2-pentene;98.18816;533.21;0.278;356.45
1957;2,4-dimethyl-3,3-diethylhexane;170.33844;651.92;0.432;473.15
1958;2,4-dimethyl-3,3-diethylpentane;156.31156;647.25;0.391;462.15
1959;2,4-dimethyl-3,4-diethylhexane;170.33844;651.92;0.432;473.15
1960;2,4-dimethyl-3-ethyl-3-isopropylpentane;170.33844;664.26;0.404;479.15
1961;2,4-dimethyl-3-ethyl-3-pentanol;144.2572;610.61;0.716;451.05
1962;2,4-dimethyl-3-ethylheptane;156.31156;625.29;0.449;452.15
1963;2,4-dimethyl-3-ethyloctane;170.33844;640.25;0.491;470.15
1964;2,4-dimethyl-3-ethylpentane;128.2578;591;0.353;409.87
1965;2,4-dimethyl-3-ethylphenol;150.22056;733.03;0.54;515
1966;2,4-dimethyl-3-hexanol;130.23032;588.35;0.741;433.15
1967;2,4-dimethyl-3-isopropyl-3-pentanol;158.28408;626.57;0.728;467.65
1968;2,4-dimethyl-3-isopropylheptane;170.33844;637.13;0.462;465.15
1969;2,4-dimethyl-3-isopropylhexane;156.31156;623.65;0.421;448.15
1970;2,4-dimethyl-3-isopropylpentane;142.28468;614.4;0.365;430.2
1971;2,4-dimethyl-3-pentanol;116.20344;568.11;0.697;411.95
1972;2,4-dimethyl-3-pentanone;114.18756;576;0.405;397.55
1973;2,4-dimethyl-3-propyl-3-pentanol;158.28408;610.43;0.757;457.15
1974;2,4-dimethyl-4-ethyl-3-hexanol;158.28408;614.24;0.757;460
1975;2,4-dimethyl-4-ethylheptane;156.31156;616.64;0.419;443.15
1976;2,4-dimethyl-4-ethyloctane;170.33844;635.7;0.461;464.15
1977;2,4-dimethyl-4-heptanol;144.2572;598.55;0.748;444.55
1978;2,4-dimethyl-4-isopropylheptane;170.33844;640.89;0.432;465.15
1979;2,4-dimethyl-4-octanol;158.28408;616.49;0.788;464
1980;2,4-dimethyl-4-propylheptane;170.33844;632.97;0.461;462.15
1981;2,4-dimethyl-5-ethylheptane;156.31156;621.14;0.449;449.15
1982;2,4-dimethyl-5-ethyloctane;170.33844;634.8;0.491;466.15
1983;2,4-dimethyl-5-ethylphenol;150.22056;733.24;0.54;515.15
1984;2,4-dimethyl-6-ethyloctane;170.33844;633.44;0.491;465.15
1985;2,4-dimethyl-6-ethylphenol;150.22056;711.89;0.54;500.15
1986;2,4-dimethyl-cis-3-hexene;112.21504;559.76;0.322;382.15
1987;2,4-dimethyl-trans-3-hexene;112.21504;557.71;0.322;380.75
1988;2,4-dimethylaniline;121.18208;695.58;0.433;487.15
1989;2,4-dimethylbiphenyl;182.26516;792.44;0.458;545.15
1990;2,4-dimethyldecane;170.33844;640.72;0.519;473.15
1991;2,4-dimethyldodecane;198.3922;668.89;0.595;507.15
1992;2,4-dimethylfuran;96.12892;560.17;0.332;368.15
1993;2,4-dimethylheptadecane;268.5266;730.99;0.722;581.15
1994;2,4-dimethylheptane;128.2578;576.8;0.39;406.05
1995;2,4-dimethylhexadecane;254.49972;720.01;0.706;568.15
1996;2,4-dimethylhexane;114.23092;553.5;0.344;382.58
1997;2,4-dimethylnonane;156.31156;620.12;0.478;451.15
1998;2,4-dimethyloctadecane;282.55348;742.46;0.732;594.15
1999;2,4-dimethyloctane;142.28468;600;0.435;429.05
2000;2,4-dimethylpentadecane;240.47284;708.24;0.685;554.15
2001;2,4-dimethylpentane;100.20404;519.8;0.302;353.64
2002;2,4-dimethylpyridine;107.1552;647;0.364;431.55
2003;2,4-dimethylquinoline;157.21508;776.4;0.497;540.36
2004;2,4-dimethyltetradecane;226.44596;695.62;0.659;539.15
2005;2,4-dimethyltetrahydrofuran;100.16068;564.54;0.282;370.75
2006;2,4-dimethylthiophene;112.19552;634;0.297;413.85
2007;2,4-dimethylthiophenol;138.2334;718.58;0.373;481.15
2008;2,4-dimethyltridecane;212.41908;683.39;0.629;524.15
2009;2,4-dimethylundecane;184.36532;653.35;0.558;489.15
2010;2,4-dinitrotoluene;182.13572;814;0.713;590
2011;2,4-diphenyl-4-methyl-1-pentene;236.3568;835;0.547;614
2012;2,4-hexadiene;82.1454;526.51;0.25;353.15
2013;2,4-xylenol;122.1668;707.65;0.514;484.13
2014;2,5,5,6-tetramethyloctane;170.33844;643.65;0.432;467.15
2015;2,5,5-trimethyl-2-hexanol;144.2572;634.35;0.682;466
2016;2,5,5-trimethyl-3-ethylheptane;170.33844;638.14;0.432;463.15
2017;2,5,5-trimethyl-3-hexanol;144.2572;598.36;0.716;442
2018;2,5,5-trimethyl-4-ethylheptane;170.33844;640.89;0.432;465.15
2019;2,5,5-trimethylheptane;142.28468;602.9;0.383;425.96
2020;2,5,5-trimethylnonane;170.33844;634.33;0.461;463.15
2021;2,5,5-trimethyloctane;156.31156;619.43;0.419;445.15
2022;2,5,6,6-tetramethyloctane;170.33844;646.41;0.432;469.15
2023;2,5,6-trimethyl-2-heptanol;158.28408;622.45;0.757;466.15
2024;2,5,6-trimethylnonane;170.33844;638.89;0.491;469.15
2025;2,5,6-trimethyloctane;156.31156;623.9;0.449;451.15
2026;2,5,7-trimethylnonane;170.33844;636.16;0.491;467.15
2027;2,5,8-trimethylnonane;170.33844;633.44;0.491;465.15
2028;2,5-dibromohexane;243.96928;684.21;0.526;481.15
2029;2,5-dibromohexane, (R*,R**)-(±)-;243.96928;684.21;0.526;486.03
2030;2,5-dichloro-2,5-dimethylhexane;183.12044;672.06;0.485;491.48
2031;2,5-dichlorohexane, (R*,R*)-(±)-;155.06668;633.09;0.397;450.15
2032;2,5-dichlorotoluene;161.03004;710;0.343;473.15
2033;2,5-diethylphenol;150.22056;712.57;0.541;500
2034;2,5-dihydrofuran;70.09104;542;0.22;339
2035;2,5-dimethyl-(1-thiaethyl)-benzene;152.26028;743.84;0.415;510.74
2036;2,5-dimethyl-1,5-hexadiene;110.19916;567;0.324;387.45
2037;2,5-dimethyl-1-hexanol;130.23032;610.77;0.773;452.15
2038;2,5-dimethyl-1-hexene;112.21504;561.65;0.332;384.75
2039;2,5-dimethyl-2,4-hexadiene;110.19916;597;0.322;408.41
2040;2,5-dimethyl-2,5-diphenylhexane;266.42644;810;0.698;619.15
2041;2,5-dimethyl-2-heptanol;144.2572;612.62;0.748;455
2042;2,5-dimethyl-2-hexanol;130.23032;581.44;0.706;425.65
2043;2,5-dimethyl-2-hexene;112.21504;564.45;0.322;385.35
2044;2,5-dimethyl-3,3-diethylhexane;170.33844;638.14;0.432;463.15
2045;2,5-dimethyl-3,4-diethylhexane;170.33844;634.39;0.462;463.15
2046;2,5-dimethyl-3-ethylheptane;156.31156;621.14;0.449;449.15
2047;2,5-dimethyl-3-ethylnaphthalene;184.28104;811.44;0.536;585.41
2048;2,5-dimethyl-3-ethyloctane;170.33844;636.16;0.491;467.15
2049;2,5-dimethyl-3-ethylphenol;150.22056;711.68;0.54;500
2050;2,5-dimethyl-3-hexanol;130.23032;587;0.741;432.15
2051;2,5-dimethyl-3-hexanone;128.21444;624;0.528;420.65
2052;2,5-dimethyl-3-isopropylheptane;170.33844;634.39;0.462;463.15
2053;2,5-dimethyl-3-isopropylhexane;156.31156;616.7;0.421;443.15
2054;2,5-dimethyl-4-ethylheptane;156.31156;619.75;0.449;448.15
2055;2,5-dimethyl-4-ethyloctane;170.33844;633.44;0.491;465.15
2056;2,5-dimethyl-4-ethylphenol;150.22056;711.68;0.54;500
2057;2,5-dimethyl-4-isopropylheptane;170.33844;633.02;0.462;462.15
2058;2,5-dimethyl-4-octanol;158.28408;613.56;0.822;464
2059;2,5-dimethyl-4-propylheptane;170.33844;630.72;0.491;463.15
2060;2,5-dimethyl-5-ethylheptane;156.31156;627.77;0.419;451.15
2061;2,5-dimethyl-5-ethyloctane;170.33844;638.44;0.461;466.15
2062;2,5-dimethyl-6-ethyloctane;170.33844;640.25;0.491;470.15
2063;2,5-dimethyl-6-ethylphenol;150.22056;711.68;0.54;500
2064;2,5-dimethyl-cis-3-hexene;112.21504;550.28;0.317;375.15
2065;2,5-dimethyl-trans-3-hexene;112.21504;550.28;0.317;375.15
2066;2,5-dimethylaniline;121.18208;695.58;0.433;487.15
2067;2,5-dimethylbiphenyl;182.26516;792.44;0.458;549.48
2068;2,5-dimethyldecane;170.33844;638.02;0.519;471.15
2069;2,5-dimethylfuran;96.12892;557.13;0.332;366.15
2070;2,5-dimethylheptane;128.2578;581.1;0.393;409.16
2071;2,5-dimethylhexane;114.23092;550;0.358;382.26
2072;2,5-dimethylnonane;156.31156;621.49;0.478;452.15
2073;2,5-dimethyloctane;142.28468;603;0.44;431.65
2074;2,5-dimethylpyridine;107.1552;644.2;0.379;430.15
2075;2,5-dimethylquinoline;157.21508;775.1;0.497;537.65
2076;2,5-dimethyltetrahydrofuran;100.16068;556.78;0.282;365.65
2077;2,5-dimethylthiophene;112.19552;627.8;0.297;409.85
2078;2,5-dimethylthiophenol;138.2334;714.1;0.373;478.15
2079;2,5-dinitrotoluene;182.13572;814;0.712;590
2080;2,5-xylenol;122.1668;707.05;0.564;484.33
2081;2,6,10,14-tetramethylpentadecane;268.5266;748.87;0.741;569.15
2082;2,6,10,15,19,23-hexamethyltetracosane;422.82228;863;0.915;720
2083;2,6,6-trimethylnonane;170.33844;634.33;0.461;463.15
2084;2,6,6-trimethyloctane;156.31156;624.99;0.419;449.15
2085;2,6,7-trimethylnonane;170.33844;642.97;0.491;472.15
2086;2,6,8-trimethylnonanol-4;186.33784;712.9;0.635;498.4
2087;2,6-bis(1,1-dimethylethyl)-naphthalene;240.38856;823.23;0.699;603.05
2088;2,6-di-sec-butylphenol;206.32808;765;0.631;530.65
2089;2,6-di-tert-butyl-p-cresol;220.35496;724;0.679;541.15
2090;2,6-di-tert-butylphenol;206.32808;765;0.631;527.81
2091;2,6-dichloro-2,6-dimethylheptane;197.14732;688.79;0.528;517.15
2092;2,6-dichlorobenzyl chloride;195.4748;737;0.26;391.15
2093;2,6-dichlorotoluene;161.03004;710;0.343;471.15
2094;2,6-diethylaniline;149.23584;678;0.912;508.65
2095;2,6-diethylnaphthalene;184.28104;807;0.512;576
2096;2,6-diethylphenol;150.22056;699.96;0.541;491.15
2097;2,6-diisopropylnaphthalene;212.3348;808.25;0.605;552.45
2098;2,6-dimethyl-(1-thiaethyl)-benzene;152.26028;743.84;0.415;510.74
2099;2,6-dimethyl-1,3-dioxan-4-ol acetate, cis and trans;174.19676;669;0.582;480
2100;2,6-dimethyl-1-octanol;158.28408;635.71;0.852;483
2101;2,6-dimethyl-2-heptanol;144.2572;598.01;0.748;444.15
2102;2,6-dimethyl-2-octene;140.2688;616.98;0.457;436.15
2103;2,6-dimethyl-3-ethylheptane;156.31156;621.14;0.449;449.15
2104;2,6-dimethyl-3-ethyloctane;170.33844;640.25;0.491;470.15
2105;2,6-dimethyl-3-ethylphenol;150.22056;711.68;0.54;500
2106;2,6-dimethyl-3-heptanol;144.2572;600.27;0.782;448.15
2107;2,6-dimethyl-3-heptanone;142.24132;629.65;0.541;445
2108;2,6-dimethyl-3-heptyne;124.22604;621.49;0.373;403.75
2109;2,6-dimethyl-3-isopropylheptane;170.33844;635.48;0.462;463.95
2110;2,6-dimethyl-4-ethylheptane;156.31156;612.84;0.449;443.15
2111;2,6-dimethyl-4-ethyloctane;170.33844;630.72;0.491;463.15
2112;2,6-dimethyl-4-ethylphenol;150.22056;713.32;0.54;501.15
2113;2,6-dimethyl-4-heptanol;144.2572;603;0.802;451
2114;2,6-dimethyl-4-isopropylheptane;170.33844;624.8;0.462;456.15
2115;2,6-dimethyl-4-octanol;158.28408;613.56;0.822;468.15
2116;2,6-dimethyl-4-propylheptane;170.33844;623.36;0.491;457.75
2117;2,6-dimethyl-5-ethyloctane;170.33844;637.53;0.491;468.15
2118;2,6-dimethyl-6-ethyloctane;170.33844;645.29;0.461;471.15
2119;2,6-dimethylaniline;121.18208;695.58;0.433;488.15
2120;2,6-dimethylbiphenyl;182.26516;768.1;0.475;536.15
2121;2,6-dimethyldecane;170.33844;638.02;0.519;471.15
2122;2,6-dimethylhept-3-ene;126.24192;593.62;0.411;394.8
2123;2,6-dimethylheptane;128.2578;579;0.393;408.36
2124;2,6-dimethylnaphthalene;156.22728;777;0.418;535.15
2125;2,6-dimethylnonane;156.31156;621.49;0.478;452.15
2126;2,6-dimethyloctane;142.28468;606;0.439;433.53
2127;2,6-dimethylpyridine;107.1552;623.75;0.345;417.2
2128;2,6-dimethylquinoline;157.21508;773.81;0.497;538.56
2129;2,6-dimethylstyrene;132.20528;679.34;0.375;465.57
2130;2,6-dimethylthiophenol;138.2334;730.98;0.373;489.45
2131;2,6-dimethyt-2-octanol;158.28408;644.39;0.788;485
2132;2,6-dinitrotoluene;182.13572;770;0.714;558
2133;2,6-dipropylphenol;178.27432;755.67;0.59;529.15
2134;2,6-xylenol;122.1668;701.25;0.455;474.22
2135;2,7,7-trimethylnonane;170.33844;643.92;0.461;470.15
2136;2,7-dimethyl-2-octanol;158.28408;644.39;0.788;485
2137;2,7-dimethyl-3-ethyloctane;170.33844;638.89;0.491;469.15
2138;2,7-dimethyl-3-octanol;158.28408;617.73;0.822;467.15
2139;2,7-dimethyl-4-ethyloctane;170.33844;630.72;0.491;463.15
2140;2,7-dimethyl-4-octanol;158.28408;613.56;0.822;475.15
2141;2,7-dimethyldecane;170.33844;643.43;0.519;475.15
2142;2,7-dimethylnaphthalene;156.22728;778;0.42;536.15
2143;2,7-dimethylnonane;156.31156;622.87;0.478;453.15
2144;2,7-dimethyloctane;142.28468;604;0.442;433.03
2145;2,7-dimethylquinoline;157.21508;774.45;0.497;537.65
2146;2,8-dimethyl-5-nonanol;172.31096;696.85;0.596;506.13
2147;2,8-dimethyl-6-isobutylnonanol-4;228.41848;732.87;0.871;603.77
2148;2,8-dimethyldecane;170.33844;646.14;0.519;477.15
2149;2,8-dimethylnonane;156.31156;626.99;0.478;456.15
2150;2,8-dimethylquinoline;157.21508;751.67;0.497;523.15
2151;2,9-dimethyldecane;170.33844;646.14;0.519;477.15
2152;2,cis-3-dimethylthiacyclohexane;130.25416;641.36;0.262;422.27
2153;2,cis-3-dimethylthiacyclopentane;116.22728;607.56;0.247;395.12
2154;2,cis-3-dimethylthiacyclopropane;88.17352;537.89;0.218;340.82
2155;2,cis-4-dimethylthiacyclohexane;130.25416;641.36;0.262;422.27
2156;2,cis-4-dimethylthiacyclopentane;116.22728;607.56;0.247;395.12
2157;2,cis-5-dimethylthiacyclohexane;130.25416;641.36;0.262;422.27
2158;2,cis-5-dimethylthiacyclopentane;116.22728;639.17;0.247;415.68
2159;2,cis-6-dimethylthiacyclohexane;130.25416;641.36;0.262;422.27
2160;2,trans-3-dimethylthiacyclohexane;130.25416;641.36;0.262;422.27
2161;2,trans-3-dimethylthiacyclopentane;116.22728;607.56;0.247;395.12
2162;2,trans-3-dimethylthiacyclopropane;88.17352;537.89;0.218;340.82
2163;2,trans-4-dimethylthiacyclohexane;130.25416;641.36;0.262;422.27
2164;2,trans-4-dimethylthiacyclopentane;116.22728;607.56;0.247;395.12
2165;2,trans-5-dimethylthiacyclohexane;130.25416;641.36;0.262;422.27
2166;2,trans-5-dimethylthiacyclopentane;116.22728;638.36;0.247;415.15
2167;2,trans-6-dimethylthiacyclohexane;130.25416;641.36;0.262;422.27
2168;2-(1-methylbutyl)phenol;164.24744;751;0.569;515.74
2169;2-(2-ethoxyethoxy)ethanol;134.17536;656;0.681;475.05
2170;2-(2-ethylhexyloxy)ethanol;174.28348;646;0.983;501.15
2171;2-(2-methoxyethoxy)ethanol;120.14848;630;0.871;466.75
2172;2-(2-methylpropoxy)ethanol;118.17596;600;0.817;433.15
2173;2-(4-isobutylphenyl)butyric acid;172.2676;713;0.877;473.73
2174;2-(acetyloxy)benzoic acid;180.16012;765;0.833;564
2175;2-(butylamino)ethanol;117.19124;681;0.97;472.15
2176;2-(dimethylamino)-1-propanol;103.16436;626.41;0.841;423.45
2177;2-(ethylamino)ethanol;89.13748;571.82;0.711;442.65
2178;2-(ethylthio)ethanol;106.1888;641;0.731;456.65
2179;2-(isobutylamino)ethanol;117.19124;681;0.97;472.15
2180;2-(isopropylamino)ethanol;103.16436;626.41;0.841;446.15
2181;2-(methacryloyloxy)ethyl acetoacetate;214.21816;761;0.822;575
2182;2-(propylamino)ethanol;103.16436;626.41;0.841;455.15
2183;2-[tert-butylamino]ethanol;117.19124;681;0.97;449.65
2184;2-amino-1-butanol, (±)-;89.13748;571.82;0.711;451.15
2185;2-amino-1-methoxypropane;89.13748;548;0.423;370
2186;2-amino-1-propanol, (±);75.1106;631;0.737;447.65
2187;2-amino-2,3-dimethylbutane;101.19184;556.88;0.356;377.65
2188;2-amino-2-methyl-1,3-propanediol;105.13688;715;1.046;525.4
2189;2-amino-2-methyl-1-propanol;89.13748;571.82;0.711;438.65
2190;2-amino-2-methylpentane;101.19184;555.56;0.387;377.15
2191;2-amino-3,3-dimethyl butane;101.19184;557.1;0.356;375.15
2192;2-amino-3-methyl-1-butanol;103.16436;626.41;0.841;435.3
2193;2-amino-3-methyl-1-butanol, (±);103.16436;626.41;0.841;435.3
2194;2-amino-3-methylpentane;101.19184;596.83;0.419;408.33
2195;2-amino-3-pentanol;103.16436;626.41;0.841;444.15
2196;2-amino-4-methyl-1-pentanol, (±);117.19124;681;0.97;472.15
2197;2-amino-4-methylpentane;101.19184;557.83;0.419;381.65
2198;2-amino-6-methylheptane;129.2456;601.45;0.5;428.15
2199;2-aminobutan-1-ol;89.13748;571.82;0.711;450.15
2200;2-aminoethoxyethanol;105.13688;699;0.969;514
2201;2-aminohexane;101.19184;584.76;0.451;403.15
2202;2-aminooctane;129.2456;601.45;0.5;438.15
2203;2-aminopropanol;75.1106;631;0.737;447.15
2204;2-bromo-1-butene;135.00358;548.16;0.297;354.15
2205;2-bromo-1-decene;219.16486;683.71;0.579;498.15
2206;2-bromo-1-pentene;149.03046;576.34;0.341;381.15
2207;2-bromo-1-propene;120.9767;510.32;0.253;321.55
2208;2-bromo-2,3-dimethylbutane;165.07322;595.92;0.341;406.15
2209;"2-bromo-2-butene; (cis+trans)";135.00358;568.74;0.301;361.65
2210;2-bromo-2-methylbutane;151.04634;581.23;0.296;381.15
2211;2-bromo-2-methylpentane;165.07322;595.92;0.341;415.65
2212;2-bromo-2-methylpropane;137.01946;541.05;0.252;346.4
2213;2-bromo-2-pentene;149.03046;586.22;0.334;383.15
2214;2-bromo-3,3-dimethylbutane;165.07322;609.3;0.311;405.15
2215;2-bromo-3-methyl-1-butene;149.03046;570.77;0.311;374.15
2216;2-bromo-3-methyl-2-butene;149.03046;598.09;0.305;391.15
2217;2-bromo-3-methylbutane;151.04634;587.23;0.328;388.45
2218;2-bromo-3-methylpentane;165.07322;594.59;0.373;401.96
2219;2-bromo-4-methylpentane;165.07322;597.83;0.373;404.15
2220;2-bromo-cis-2-butene;135.00358;557.88;0.286;358.95
2221;2-bromo-cis-2-pentene;149.03046;584.62;0.331;385.15
2222;2-bromo-trans-2-butene;135.00358;571.87;0.286;367.95
2223;2-bromo-trans-2-pentene;149.03046;584.62;0.331;385.15
2224;2-bromobutane;137.01946;567;0.268;364.37
2225;2-bromobutane, (±);137.01946;561.05;0.289;364.45
2226;2-bromodecane;221.18074;698.43;0.611;513.75
2227;2-bromododecane;249.2345;726.55;0.69;549.05
2228;2-bromoheptane;179.1001;651;0.444;439.15
2229;2-bromohexane;165.07322;612;0.404;417.05
2230;2-bromooctane, (±)-;193.12698;665.09;0.524;461.65
2231;2-bromopentane;151.04634;585.36;0.359;390.55
2232;2-bromopropane;122.99258;532;0.243;332.56
2233;2-butanamine, (.+/-.)-;73.13808;503.5;0.331;335.88
2234;2-butanethiol;90.1894;553;0.242;358.15
2235;2-buten-1-yl acetate;114.1442;569;0.434;405.15
2236;"2-butene; (cis+trans)";56.10752;425.43;0.199;275.5
2237;2-butenenitrile;67.09044;573;0.364;393.65
2238;2-butenylbenzene;132.20528;682.45;0.356;449.15
2239;2-butoxyethanol;118.17596;633.9;0.521;444.47
2240;2-butoxyethyl acetate;160.21324;641.2;0.56;465.15
2241;2-butyl-1,1,3-trimethylcyclohexane;182.34944;708.63;0.498;510.52
2242;2-butyl-1-octanol;186.33784;712.9;0.635;519.65
2243;2-butyl-4-methylphenol;164.24744;751;0.569;501.15
2244;2-butyl-[1,2,3,4-tetrahydronaphthalene];188.3128;764.18;0.511;551.65
2245;2-butylnaphthalene;184.28104;780.96;0.533;562.16
2246;2-butyloctanoic acid;200.32136;734;0.967;503.15
2247;2-butylphenol;150.22056;713.69;0.542;508.15
2248;2-chloro-1,1,1,2-tetrafluoroethane;136.4762528;395.65;0.288;261.05
2249;2-chloro-1,1,1-trifluoroethane;118.4857896;430;0.247;279.25
2250;2-chloro-1,1-difluoroethane;100.4953264;477.91;0.271;308.25
2251;2-chloro-1,1-difluoroethylene;98.4794464;400.55;0.212;254.55
2252;2-chloro-1-butene;90.55228;515.18;0.237;331.65
2253;2-chloro-1-heptene;132.63292;613.52;0.385;412.15
2254;2-chloro-1-hexene;118.60604;583.61;0.341;386.15
2255;2-chloro-1-octene;146.6598;640.48;0.43;442.15
2256;2-chloro-1-pentene;104.57916;547.93;0.281;361.15
2257;2-chloro-1-propene;76.5254;478;0.152;295.8
2258;2-chloro-2,3,3-trimethylbutane;134.6488;621.08;0.418;413.42
2259;2-chloro-2,3-dimethylbutane;120.62192;581.14;0.254;385.15
2260;2-chloro-2,3-dimethylpentane;134.6488;621.08;0.418;413.42
2261;2-chloro-2,4,4-trimethylpentane;148.67568;642.41;0.462;445.15
2262;2-chloro-2,4-dimethylpentane;134.6488;621.08;0.418;401.15
2263;2-chloro-2,5-dimethylhexane;148.67568;642.41;0.462;442.45
2264;2-chloro-2-butene;90.55228;532.24;0.242;337.65
2265;2-chloro-2-methylheptane;148.67568;642.41;0.462;442.45
2266;2-chloro-2-methylhexane;134.6488;621.08;0.418;408.15
2267;2-chloro-2-methylpentane;120.62192;575.46;0.283;384.65
2268;2-chloro-2-methylpropane;92.56816;507;0.191;323.75
2269;2-chloro-2-octene;146.6598;640.48;0.43;440.65
2270;2-chloro-2-pentene;104.57916;561.69;0.275;369.15
2271;2-chloro-3,3-dimethylbutane;120.62192;579.63;0.254;384.15
2272;2-chloro-3-methyl-1-butene;104.57916;555.9;0.252;363.15
2273;2-chloro-3-methyl-2-butene;104.57916;563.35;0.247;367.15
2274;2-chloro-3-methylpentane;120.62192;563.86;0.314;380
2275;2-chloro-4-methylpentane;120.62192;572.99;0.314;386.15
2276;2-chloro-5-methylhexane;134.6488;621.08;0.418;411.15
2277;2-chloro-6-methylheptane;148.67568;642.41;0.462;442.45
2278;2-chloro-cis-2-butene;90.55228;530.28;0.227;339.95
2279;2-chloro-cis-2-pentene;104.57916;556.15;0.271;365.15
2280;2-chloro-trans-2-butene;90.55228;523.73;0.227;335.75
2281;2-chloro-trans-2-pentene;104.57916;556.15;0.271;365.15
2282;2-chlorobutane;92.56816;520.6;0.291;341.25
2283;2-chlorobutane;92.56816;522.7;0.253;341.35
2284;2-chloroethanol;80.5138;585;0.658;401.75
2285;2-chloroheptane;134.6488;621.08;0.418;413.42
2286;2-chlorohexane;120.62192;584.57;0.343;397.15
2287;2-chloronaphthalene;162.61828;785;0.383;529.15
2288;2-chlorononane;162.70256;661.88;0.505;463.15
2289;2-chlorooctane;148.67568;642.41;0.462;445.15
2290;2-chloropropane;78.54128;489;0.199;308.85
2291;2-decanethiol;174.35068;690;0.506;501.45
2292;2-decanol;158.28408;673.2;0.575;490.15
2293;2-decanol, (±);158.28408;629;0.793;484.15
2294;2-decanone;156.2682;656.59;0.612;483.35
2295;2-decyl-[1,2,3,4-tetrahydronaphthalene];272.47408;816.73;0.73;636.15
2296;2-decylnaphthalene;268.44232;843.81;0.762;656.15
2297;2-decyne;138.25292;650.86;0.412;457.75
2298;2-diethylaminoethanol;117.19124;592;0.782;436.15
2299;2-dimethylamino-2-methyl-1-propanol;117.19124;681;0.97;433.15
2300;2-dodecanethiol;202.40444;720;0.593;538.35
2301;2-dodecanol;186.33784;704.8;0.631;525.15
2302;2-dodecanone;184.32196;687.46;0.691;519.85
2303;2-dodecylnaphthalene;296.49608;862.23;0.807;682.15
2304;2-dodecyne;166.30668;686.26;0.498;499.15
2305;2-eicosanethiol;314.61948;803;0.833;651.15
2306;2-eicosanol;298.55288;791.2;0.899;639.15
2307;2-eicosanone;296.537;773.72;0.84;625
2308;2-eicosyne;278.52172;786.42;0.744;625.15
2309;2-ethenyl-1,3-dimethylbenzene;132.20528;679.34;0.375;465.57
2310;2-ethenyl-1,4-dimethylbenzene;132.20528;680.23;0.375;466.18
2311;2-ethoxy-1-propanol;104.14908;582;0.783;413.65
2312;2-ethoxy-2-methylbutane;116.20344;546;0.338;374.57
2313;2-ethoxyethanol;90.1222;569;0.758;408.15
2314;2-ethoxyethyl acetate;132.15948;607.3;0.552;429.74
2315;2-ethyl butyric acid;116.16008;655;0.633;466.95
2316;2-ethyl-(1-thiaethyl)-benzene;152.26028;730.87;0.416;501.15
2317;2-ethyl-1,3-butadiene;82.1454;531.56;0.251;348.15
2318;2-ethyl-1-butanol;102.17656;580;0.714;419.65
2319;2-ethyl-1-butene;84.16128;511;0.252;337.82
2320;2-ethyl-1-heptanol;144.2572;625.91;0.846;472
2321;2-ethyl-1-hexanol;130.23032;640.6;0.556;457.75
2322;2-ethyl-1-hexene;112.21504;569;0.358;393.15
2323;2-ethyl-1-octanol;158.28408;631.54;0.883;482
2324;2-ethyl-1-pentanol;116.20344;598.5;0.764;439.15
2325;2-ethyl-1-pentene;98.18816;543;0.307;367.15
2326;2-ethyl-2-heptanol;144.2572;609.4;0.78;455
2327;2-ethyl-2-hexenal;126.19856;636;0.454;448.72
2328;2-ethyl-2-methylbutanoic acid;130.18696;680;0.717;480.15
2329;2-ethyl-3-methylhexanoic acid;158.24072;703;0.831;504.15
2330;2-ethyl-4-methylpyridine;121.18208;653;0.376;447.15
2331;2-ethyl-6-methylaniline;135.20896;705.58;0.413;504.15
2332;2-ethyl-6-methylpyridine;121.18208;653;0.376;433.65
